msisdn,first name,last name,country,email,language 1,language 2,balance,boolean,age
919921350001,vpqjug,bhzuuz,Pakisthan,vpqjug@gmail.com,English,Spanish,366,No,22
919921350002,dvebjp,lftafi,Korea,dvebjp@gmail.com,Malayalam,Tamil,185,Yes,72
919921350003,tesstd,ceqrrw,Pakisthan,tesstd@gmail.com,Korean,Urdu,268,Yes,73
919921350004,sssrbd,ipfwac,Pakisthan,sssrbd@gmail.com,Malayalam,Tamil,60,Yes,27
919921350005,ujiykc,vsaqwt,India,ujiykc@gmail.com,Hindi,Tamil,14,Yes,46
919921350006,kiddwm,gdhlaw,USA,kiddwm@gmail.com,Malayalam,Tamil,95,No,19
919921350007,hxorxg,renvlx,Korea,hxorxg@gmail.com,Korean,Tamil,346,No,62
919921350008,cchxly,sltvoy,Pakisthan,cchxly@gmail.com,Malayalam,Spanish,44,Yes,68
919921350009,pejoyz,nilhry,USA,pejoyz@gmail.com,Korean,Spanish,256,No,37
919921350010,otnxid,kgakwp,India,otnxid@gmail.com,Hindi,Tamil,15,Yes,35
919921350011,yqkjau,uhyxtv,India,yqkjau@gmail.com,Malayalam,Spanish,319,Yes,32
919921350012,wjpppz,qyhijf,Korea,wjpppz@gmail.com,Korean,Tamil,390,No,58
919921350013,wxzbfg,tqacng,USA,wxzbfg@gmail.com,Korean,Spanish,183,Yes,33
919921350014,pntwha,gncgzu,Pakisthan,pntwha@gmail.com,Malayalam,Tamil,102,Yes,59
919921350015,ofrslu,qbpzbh,Korea,ofrslu@gmail.com,Hindi,Spanish,201,Yes,59
919921350016,jigzlc,xsovrf,Pakisthan,jigzlc@gmail.com,Malayalam,Urdu,137,No,27
919921350017,aqergi,vzzhyt,Korea,aqergi@gmail.com,Hindi,Mandarin,218,No,23
919921350018,zenihh,chqagi,Korea,zenihh@gmail.com,Malayalam,Spanish,325,Yes,34
919921350019,kkqkgq,jzyjuh,India,kkqkgq@gmail.com,Korean,Tamil,230,No,20
919921350020,nivwgf,jazytw,India,nivwgf@gmail.com,Hindi,Urdu,232,Yes,49
919921350021,jkypkx,kzexmx,India,jkypkx@gmail.com,Hindi,Urdu,161,No,31
919921350022,ovrpxb,syhbsj,Pakisthan,ovrpxb@gmail.com,Hindi,Spanish,94,No,38
919921350023,oxoyqw,uuqfdp,Pakisthan,oxoyqw@gmail.com,Malayalam,Spanish,344,No,31
919921350024,jptoro,dklbrb,USA,jptoro@gmail.com,Hindi,Urdu,356,Yes,27
919921350025,gdtzcd,fonihi,Pakisthan,gdtzcd@gmail.com,Korean,Tamil,21,No,32
919921350026,ywkkly,uctdfm,Korea,ywkkly@gmail.com,Malayalam,Spanish,39,No,21
919921350027,azevwr,dxyfjk,Pakisthan,azevwr@gmail.com,English,Urdu,1,No,26
919921350028,jshrfq,ndsvat,USA,jshrfq@gmail.com,English,Mandarin,101,Yes,60
919921350029,sozyqo,uodaxu,Pakisthan,sozyqo@gmail.com,Hindi,Tamil,3,No,31
919921350030,wuvisg,oswlsm,Korea,wuvisg@gmail.com,Korean,Mandarin,197,Yes,66
919921350031,rejdvj,mfvkro,India,rejdvj@gmail.com,Malayalam,Tamil,375,Yes,66
919921350032,zdnzxt,kmwhvm,India,zdnzxt@gmail.com,English,Mandarin,98,Yes,45
919921350033,pfhiap,wrtblv,Pakisthan,pfhiap@gmail.com,Korean,Mandarin,170,Yes,22
919921350034,ikoiej,gtxgsr,USA,ikoiej@gmail.com,English,Tamil,145,Yes,50
919921350035,brgjoy,txbgdh,Pakisthan,brgjoy@gmail.com,Malayalam,Mandarin,80,No,51
919921350036,esmemf,bpqphb,India,esmemf@gmail.com,Hindi,Mandarin,115,Yes,44
919921350037,ypzade,wztwes,USA,ypzade@gmail.com,Hindi,Spanish,8,No,59
919921350038,fpdxoh,vwlrzp,India,fpdxoh@gmail.com,Korean,Urdu,374,No,61
919921350039,nyzuqz,outrfv,Korea,nyzuqz@gmail.com,Korean,Spanish,342,Yes,50
919921350040,wdlvbg,gooeie,India,wdlvbg@gmail.com,Hindi,Urdu,150,No,68
919921350041,bhxrqv,mzqlsv,USA,bhxrqv@gmail.com,Malayalam,Urdu,0,Yes,68
919921350042,rukzll,vsvmfz,USA,rukzll@gmail.com,Malayalam,Spanish,353,No,60
919921350043,vnrhaj,evsxcb,India,vnrhaj@gmail.com,Hindi,Tamil,180,Yes,36
919921350044,nhokcs,njpowv,USA,nhokcs@gmail.com,Korean,Urdu,327,Yes,41
919921350045,gbqahj,imtcgr,Pakisthan,gbqahj@gmail.com,English,Mandarin,230,Yes,50
919921350046,vdhpoa,ttevby,India,vdhpoa@gmail.com,Malayalam,Mandarin,31,No,31
919921350047,bqqanx,zhjlat,Korea,bqqanx@gmail.com,English,Spanish,151,No,21
919921350048,psafdy,vtpuyh,Korea,psafdy@gmail.com,Malayalam,Tamil,22,No,71
919921350049,mfxwbe,ufhjhd,India,mfxwbe@gmail.com,Korean,Spanish,32,Yes,48
919921350050,zjewrw,huetoa,India,zjewrw@gmail.com,Malayalam,Urdu,34,Yes,53
